År,Art,Landingsplads,Levende vægt (kg),Landet vægt (kg),Værdi (kr),lat,lon
2013,Torsk,Åbenrå,"1,809","1,551",,55.0446228,9.4209667
2013,Torsk,Agersø,"74,959","67,368","1,242,820",55.2174327,11.1843067
2013,Torsk,Ålbæk,330,282,"6,637",57.5925422,10.4115924
2013,Torsk,Ålborg,117,101,,57.0462626,9.9215263
2013,Torsk,Allinge,59,50,,55.2746124,14.799119
2013,Torsk,Anholt,297,254,"3,901",56.7128297,11.562026
2013,Torsk,Århus,40,34,,56.1496278,10.2134046
2013,Torsk,Arnager,"3,853","3,293",,55.0544378,14.7794545
2013,Torsk,Årøsund,"26,027","24,666","325,821",55.2580919,9.7068676
2013,Torsk,Årsdale,"148,319","137,167","1,017,745",55.1059445,15.144951
2013,Torsk,Assens (fyn),342,292,,,
2013,Torsk,Augustenborg,562,512,,54.9506719,9.8743203
2013,Torsk,Bagenkop,"586,198","535,577","6,275,815",54.7495173,10.6751651
2013,Torsk,Ballen (samsø),84,72,,55.8157777,10.637472
2013,Torsk,Ballen (svendborg sund),5,4,,,
2013,Torsk,Begtrup,23,20,,56.1797653,10.5099678
2013,Torsk,Blokhus,"1,219","1,042",,57.2523474,9.5842346
2013,Torsk,Bogense,868,759,,55.5640146,10.092085
2013,Torsk,Bøgeskoven,"4,527","3,876","47,783",55.6841412,12.4153978
2013,Torsk,Bøjden,205,175,,55.1037624,10.1052145
2013,Torsk,Bølshavn,"7,642","6,629",,55.1541034,15.0766432
2013,Torsk,Bønnerup,"2,645","2,306","39,778",56.5193467,10.7203397
2013,Torsk,Brunshuse,"1,070",990,,55.2002666,10.0037703
2013,Torsk,Christiansø,"11,416","11,442",,55.3204511,15.1892448
2013,Torsk,Dalsgård,75,64,,54.8926905,9.5768153
2013,Torsk,Dragør,"61,558","52,766","905,697",55.592487,12.6719953
2013,Torsk,Dyreborg,488,420,"4,987",55.0690532,10.2077743
2013,Torsk,Ebeltoft,228,195,,56.1988382,10.6770909
2013,Torsk,Egernsund,"2,063","1,879",,54.9065871,9.6032632
2013,Torsk,Fåborg,"128,313","120,924","1,476,326",55.097087,10.2428246
2013,Torsk,Fakse ladeplads,"1,037",886,"14,110",55.22086,12.1690321
2013,Torsk,Falsled,282,185,,55.1529423,10.1476487
2013,Torsk,Fjællebroen,332,263,,55.0606415,10.3823631
2013,Torsk,Føns vig,25,23,,55.4224274,9.8019308
2013,Torsk,Fønsskov,29,28,,55.4494816,9.7544498
2013,Torsk,Frederikshavn,150,128,"2,615",57.4412134,10.5336225
2013,Torsk,Frejlev,106,91,,54.7027233,11.7653804
2013,Torsk,Fynshav,858,818,,54.9878426,9.9813057
2013,Torsk,Gedser,"255,707","223,269","2,931,550",54.5770446,11.9313561
2013,Torsk,Gilleleje,"102,856","93,141","1,335,239",56.1244169,12.3124485
2013,Torsk,Gråsten,438,345,,54.9140178,9.5866302
2013,Torsk,Grenå,"3,435","3,003","54,402",56.4134419,10.8793137
2013,Torsk,Gudhjem,"1,603","1,370",,55.2112235,14.9704119
2013,Torsk,Guldborg,670,613,,54.8717325,11.7447134
2013,Torsk,Hals,720,623,,56.9963038,10.3084669
2013,Torsk,Hammerhavn,562,480,,55.277895,14.7562281
2013,Torsk,Hanstholm,"2,802,671","2,406,233","60,311,620",57.1150165,8.6144947
2013,Torsk,Hårbøllebro,"1,887","1,613",,54.890786,12.1346891
2013,Torsk,Hasle,"266,908","236,016","2,309,129",55.1838021,14.7061711
2013,Torsk,Havnsø,649,555,,55.7518479,11.3232496
2013,Torsk,Hejlsminde,23,20,,55.3675103,9.6010577
2013,Torsk,Helsingør,"13,560","11,901","143,665",56.0348739,12.6130073
2013,Torsk,Hesnæs,"138,718","120,034","1,492,915",54.8241885,12.1364893
2013,Torsk,Hirtshals,"1,491,650","1,280,373","33,899,049",57.5908031,9.9649737
2013,Torsk,Hornbæk,212,181,,56.0879176,12.4587803
2013,Torsk,Humlebæk,"5,439","4,886",,55.9618789,12.5305462
2013,Torsk,Hundested,"1,884","1,674","18,915",55.9668501,11.8515494
2013,Torsk,Hvide sande,"301,130","258,056","7,317,705",56.0057884,8.1288435
2013,Torsk,Kalø,26,22,,56.299009,10.4993034
2013,Torsk,Kalundborg,"12,527","12,460","111,380",55.6833793,11.0993619
2013,Torsk,Kastrup,"17,094","14,616","245,003",55.6357222,12.6469508
2013,Torsk,Kerteminde,"190,751","184,941","2,247,514",55.4532771,10.6547783
2013,Torsk,Klintholm havn,"405,916","349,361","3,765,805",54.9540184,12.4690854
2013,Torsk,Knebel,4,3,,56.2139417,10.4864395
2013,Torsk,Køge,"529,629","457,388","5,198,352",55.4565009,12.1818964
2013,Torsk,Korsør,"29,975","26,761","445,154",55.3266045,11.1425876
2013,Torsk,Kramnitze,"52,720","48,266","782,824",54.7081316,11.2570162
2013,Torsk,Langø,"294,461","261,274","5,211,558",54.8134596,11.0196153
2013,Torsk,Lemvig,94,80,,56.5486971,8.3046456
2013,Torsk,Lild strand,528,451,,57.152356,8.9627355
2013,Torsk,Listed,"136,268","124,616","955,697",55.1443676,15.1120376
2013,Torsk,Lohals,267,234,"7,253",55.1348685,10.9052825
2013,Torsk,Løkken,"21,292","18,545","477,857",57.3704858,9.7112502
2013,Torsk,Lønstrup,125,107,,57.468435,9.7980104
2013,Torsk,Lundeborg,"9,728","9,361","158,682",55.1397523,10.7825356
2013,Torsk,Marstal,"79,635","71,573","1,148,791",54.8558332,10.5174056
2013,Torsk,Middelfart,"2,283","2,010","35,950",55.4470023,9.9369812
2013,Torsk,Mommark,"36,764","34,394","570,685",54.9213988,10.040313
2013,Torsk,Mosede,"11,207","9,599","116,273",55.5799975,12.2720087
2013,Torsk,Nexø,"3,107,601","2,684,196","20,296,320",55.0650145,15.1307273
2013,Torsk,Nørre vorupør,"2,655","2,270","51,139",56.9533533,8.3754337
2013,Torsk,Nørreby,88,78,,54.9964371,12.4378628
2013,Torsk,Nyborg,"107,405","97,437","1,423,100",55.3098281,10.7976604
2013,Torsk,Nykøbing f,806,692,,54.7646137,11.8709918
2013,Torsk,Odden,769,689,"24,803",57.5378138,10.0938699
2013,Torsk,Omø,"70,253","64,367","1,135,980",55.1582696,11.1495799
2013,Torsk,Østerby,"18,675","15,759","316,914",57.0604418,9.5995831
2013,Torsk,Pedersker,"16,100","13,989","133,050",55.0313436,14.9939614
2013,Torsk,Reersø,59,50,,55.5240151,11.1103965
2013,Torsk,Ristinge,"4,066","3,475","34,590",54.8232989,10.6328187
2013,Torsk,Rødby havn,"51,386","44,971",,,
2013,Torsk,Rødhus,257,220,,57.2167969,9.5372429
2013,Torsk,Rødvig,"164,617","143,865","1,668,871",55.2553773,12.3792675
2013,Torsk,Rønne,"1,052,068","911,990","8,197,267",55.0994511,14.7060906
2013,Torsk,Rørvig,4,3,,55.9452985,11.7613881
2013,Torsk,Røsnæs,59,53,,55.733982,10.9579717
2013,Torsk,Rungsted,"5,010","4,323",,55.8885195,12.5303539
2013,Torsk,Sejerø,7,7,,55.8869999,11.1465334
2013,Torsk,Sevedø,239,204,,,
2013,Torsk,Skælskør,786,676,,55.2521101,11.2942011
2013,Torsk,Skærbæk,"5,125","4,652","72,796",55.157032,8.765738
2013,Torsk,Skagen,"569,684","488,492","12,543,343",57.7259703,10.5844602
2013,Torsk,Skovshoved,"1,468","1,260",,55.7595816,12.5956873
2013,Torsk,Skrillinge strand,115,98,,55.481214,9.7351634
2013,Torsk,Skudehavnen/københavn,"126,654","108,873","1,638,006",55.7148677,12.6031149
2013,Torsk,Sletnæs,0,0,,,
2013,Torsk,Sletten,"83,451","72,618","1,031,006",55.9542448,12.5304611
2013,Torsk,Slettestrand,22,19,,57.1515512,9.366283
2013,Torsk,Snekkersten,"1,807","1,549",,56.0107273,12.579952
2013,Torsk,Snogebæk,"19,725","19,643",,55.0245813,15.1152563
2013,Torsk,Søby,"215,942","202,285","2,500,121",54.6890665,11.7283083
2013,Torsk,Sømarken,"10,467","8,847","94,099",55.0059701,14.9710178
2013,Torsk,Sønderborg,"61,606","56,921","805,867",54.9089186,9.7897999
2013,Torsk,Sønderskov (øst for skærbæk),29,25,,,
2013,Torsk,Spodsbjerg,"193,504","173,409","3,170,512",54.9299931,10.8275735
2013,Torsk,Stenbjerg,214,183,,56.9209541,8.3592847
2013,Torsk,Strandby (nordjylland),"161,739","139,137","3,630,791",57.4926713,10.4978821
2013,Torsk,Strøby ladeplads,"3,418","2,921",,55.4006665,12.2998271
2013,Torsk,Stubbekøbing,"200,363","173,498","2,223,663",54.888364,12.0381564
2013,Torsk,Svaneke,"105,644","97,199",,55.136227,15.1411115
2013,Torsk,Tårs,"4,065","3,718","54,622",54.8831014,11.0271943
2013,Torsk,Tejn,"219,450","191,496","1,560,254",55.2489885,14.833428
2013,Torsk,Thorsminde,"376,631","324,900","9,278,738",56.374526,8.1232421
2013,Torsk,Thorup strand,"290,603","251,707","7,432,837",57.1325764,9.1329115
2013,Torsk,Thurø,41,35,,55.0426356,10.6819211
2013,Torsk,Thyborøn,"1,497,007","1,284,192","35,241,920",56.6981186,8.2117981
2013,Torsk,Torø huse,443,379,,55.2444635,9.895463
2013,Torsk,Urne,445,380,,54.9518843,11.2846739
2013,Torsk,Vedbæk,"106,169","91,616","1,449,483",55.8540912,12.5653124
2013,Torsk,Vesterø,"1,849","1,583","27,459",57.2950657,10.9265417
2014,Torsk,Åbenrå,"1,637","1,400",,55.0446228,9.4209667
2014,Torsk,Agersø,"95,293","83,309","1,372,808",55.2174327,11.1843067
2014,Torsk,Agger,11,10,,56.7823936,8.2414749
2014,Torsk,Ålbæk,86,77,"1,427",57.5925422,10.4115924
2014,Torsk,Anholt,597,520,"7,687",56.7128297,11.562026
2014,Torsk,Århus,72,69,,56.1496278,10.2134046
2014,Torsk,Arnager,"3,088","2,646","23,054",55.0544378,14.7794545
2014,Torsk,Årøsund,"14,196","13,280","163,572",55.2580919,9.7068676
2014,Torsk,Årsdale,"30,158","27,345","210,457",55.1059445,15.144951
2014,Torsk,Assens (fyn),270,231,,,
2014,Torsk,Augustenborg,228,195,,54.9506719,9.8743203
2014,Torsk,Bagenkop,"585,353","539,032","5,988,573",54.7495173,10.6751651
2014,Torsk,Ballen (samsø),57,49,,55.8157777,10.637472
2014,Torsk,Begtrup,27,23,,56.1797653,10.5099678
2014,Torsk,Blokhus,"4,324","3,696","65,114",57.2523474,9.5842346
2014,Torsk,Bøgeskoven,"2,799","2,395","24,261",55.6841412,12.4153978
2014,Torsk,Bøjden,130,120,,55.1037624,10.1052145
2014,Torsk,Bølshavn,"4,017","3,443",,55.1541034,15.0766432
2014,Torsk,Bønnerup,"2,633","2,412","38,768",56.5193467,10.7203397
2014,Torsk,Brunshuse,49,42,,55.2002666,10.0037703
2014,Torsk,Dalsgård,"4,396","3,758",,54.8926905,9.5768153
2014,Torsk,Dragør,"130,472","111,693","1,891,131",55.592487,12.6719953
2014,Torsk,Dyreborg,164,145,,55.0690532,10.2077743
2014,Torsk,Egernsund,"3,170","2,737",,54.9065871,9.6032632
2014,Torsk,Fåborg,"96,228","89,031","1,059,077",55.097087,10.2428246
2014,Torsk,Fakse ladeplads,"1,457","1,255",,55.22086,12.1690321
2014,Torsk,Falsled,138,92,,55.1529423,10.1476487
2014,Torsk,Fjællebroen,"2,567","2,391","40,298",55.0606415,10.3823631
2014,Torsk,Føns vig,19,16,,55.4224274,9.8019308
2014,Torsk,Frederikshavn,816,714,"15,644",57.4412134,10.5336225
2014,Torsk,Gedser,"172,955","149,482","1,918,028",54.5770446,11.9313561
2014,Torsk,Gilleleje,"205,547","184,107","2,443,728",56.1244169,12.3124485
2014,Torsk,Glyngøre,0,3,,56.759744,8.8739004
2014,Torsk,Gråsten,"3,158","2,729",,54.9140178,9.5866302
2014,Torsk,Grenå,"5,332","4,716","73,014",56.4134419,10.8793137
2014,Torsk,Gudhjem,563,481,,55.2112235,14.9704119
2014,Torsk,Guldborg,450,385,,54.8717325,11.7447134
2014,Torsk,Hals,974,843,"16,820",56.9963038,10.3084669
2014,Torsk,Hammerhavn,"1,119",956,,55.277895,14.7562281
2014,Torsk,Hanstholm,"3,225,975","2,767,981","68,133,352",57.1150165,8.6144947
2014,Torsk,Hårbøllebro,805,688,,54.890786,12.1346891
2014,Torsk,Hasle,"164,363","153,270","1,264,826",55.1838021,14.7061711
2014,Torsk,Helnæs,29,25,,55.1503982,10.0075863
2014,Torsk,Helsingør,"14,596","12,666","148,455",56.0348739,12.6130073
2014,Torsk,Hesnæs,"147,232","127,812","1,363,421",54.8241885,12.1364893
2014,Torsk,Hirtshals,"1,490,057","1,279,640","32,535,092",57.5908031,9.9649737
2014,Torsk,Hornbæk,364,315,,56.0879176,12.4587803
2014,Torsk,Hou (nordjylland),"1,080",923,,57.0573849,10.366756
2014,Torsk,Humlebæk,"2,141","1,908",,55.9618789,12.5305462
2014,Torsk,Hundested,811,705,"9,052",55.9668501,11.8515494
2014,Torsk,Hvide sande,"314,147","269,483","7,193,239",56.0057884,8.1288435
2014,Torsk,Kalø,29,25,,56.299009,10.4993034
2014,Torsk,Kalundborg,60,55,,55.6833793,11.0993619
2014,Torsk,Karrebæksminde,176,150,,55.1780155,11.6468481
2014,Torsk,Kastrup,"35,792","30,612","483,215",55.6357222,12.6469508
2014,Torsk,Kerteminde,"165,473","157,094","2,128,297",55.4532771,10.6547783
2014,Torsk,Klintholm havn,"873,222","749,415","6,858,968",54.9540184,12.4690854
2014,Torsk,Klitmøller,397,339,,57.0401536,8.4985063
2014,Torsk,Knebel,7,6,,56.2139417,10.4864395
2014,Torsk,Køge,"493,138","422,515","4,729,735",55.4565009,12.1818964
2014,Torsk,Korsør,"56,520","49,701","725,533",55.3266045,11.1425876
2014,Torsk,Kragenæs,"3,648","3,118",,54.9159371,11.3556407
2014,Torsk,Kramnitze,"57,542","52,516","825,017",54.7081316,11.2570162
2014,Torsk,Langø,"225,396","199,547","3,734,601",54.8134596,11.0196153
2014,Torsk,Lild strand,"1,456","1,279",,57.152356,8.9627355
2014,Torsk,Listed,738,631,,55.1443676,15.1120376
2014,Torsk,Løgstør,77,66,,56.9625246,9.2619587
2014,Torsk,Lohals,136,125,,55.1348685,10.9052825
2014,Torsk,Løkken,"39,985","34,297","748,268",57.3704858,9.7112502
2014,Torsk,Lønstrup,"2,057","1,759","32,186",57.468435,9.7980104
2014,Torsk,Lundeborg,"1,856","1,725","33,993",55.1397523,10.7825356
2014,Torsk,Marstal,"79,193","70,897","1,030,768",54.8558332,10.5174056
2014,Torsk,Mårup havn,4,3,,55.938262,10.5508222
2014,Torsk,Middelfart,"3,307","2,984",,55.4470023,9.9369812
2014,Torsk,Mommark,"43,330","39,573","568,242",54.9213988,10.040313
2014,Torsk,Mosede,"5,169","4,420","47,075",55.5799975,12.2720087
2014,Torsk,Nexø,"3,305,690","2,864,568","19,696,631",55.0650145,15.1307273
2014,Torsk,Nørre vorupør,"7,395","6,355","127,554",56.9533533,8.3754337
2014,Torsk,Nyborg,"105,378","93,695","1,337,809",55.3098281,10.7976604
2014,Torsk,Odden,222,192,"2,968",57.5378138,10.0938699
2014,Torsk,Omø,"78,667","70,519","1,238,605",55.1582696,11.1495799
2014,Torsk,Orehoved,47,40,,54.9518091,11.8551947
2014,Torsk,Østerby,"21,188","18,289","361,576",57.0604418,9.5995831
2014,Torsk,Præstø,0,0,,55.1178943,12.0538374
2014,Torsk,Rantzausminde,578,494,,55.0363177,10.540244
2014,Torsk,Reersø,96,82,,55.5240151,11.1103965
2014,Torsk,Ristinge,428,374,,54.8232989,10.6328187
2014,Torsk,Rødby havn,"29,619","26,094","217,632",,
2014,Torsk,Rødhus,"1,875","1,606","37,580",57.2167969,9.5372429
2014,Torsk,Rødvig,"207,218","179,184","2,124,165",55.2553773,12.3792675
2014,Torsk,Rønne,"967,024","848,914","6,727,478",55.0994511,14.7060906
2014,Torsk,Røsnæs,18,15,,55.733982,10.9579717
2014,Torsk,Rudkøbing,152,144,,54.9377498,10.7167568
2014,Torsk,Rungsted,"5,930","5,087","76,988",55.8885195,12.5303539
2014,Torsk,Sejerø,18,16,,55.8869999,11.1465334
2014,Torsk,Sevedø,"1,307","1,117",,,
2014,Torsk,Sillerslev,1,1,,56.6927861,8.7352522
2014,Torsk,Skælskør,"7,063","6,038",,55.2521101,11.2942011
2014,Torsk,Skærbæk,"6,592","5,884","67,685",55.157032,8.765738
2014,Torsk,Skagen,"671,296","575,368","15,002,716",57.7259703,10.5844602
2014,Torsk,Skrillinge strand,108,97,"1,027",55.481214,9.7351634
2014,Torsk,Skudehavnen/københavn,"107,300","91,956","1,253,796",55.7148677,12.6031149
2014,Torsk,Sletten,"88,172","76,389","1,057,216",55.9542448,12.5304611
2014,Torsk,Slettestrand,192,164,,57.1515512,9.366283
2014,Torsk,Snekkersten,"4,153","3,558","62,713",56.0107273,12.579952
2014,Torsk,Snogebæk,"2,503","2,185",,55.0245813,15.1152563
2014,Torsk,Søby,"148,058","138,846","1,688,698",54.6890665,11.7283083
2014,Torsk,Sømarken,"24,049","20,934","174,242",55.0059701,14.9710178
2014,Torsk,Sønder åby,150,128,,55.3622033,9.8693208
2014,Torsk,Sønderborg,"45,845","40,429","523,087",54.9089186,9.7897999
2014,Torsk,Spodsbjerg,"232,159","211,170","3,198,548",54.9299931,10.8275735
2014,Torsk,Strandby (nordjylland),"157,073","135,095","3,371,940",57.4926713,10.4978821
2014,Torsk,Strøby ladeplads,856,732,,55.4006665,12.2998271
2014,Torsk,Stubbekøbing,"283,626","244,261","3,095,280",54.888364,12.0381564
2014,Torsk,Svaneke,"69,515","66,185",,55.136227,15.1411115
2014,Torsk,Svendborg,408,349,,55.0636625,10.6084725
2014,Torsk,Tårbæk,"3,006","2,582",,55.7871236,12.5941844
2014,Torsk,Tårs,135,115,,54.8831014,11.0271943
2014,Torsk,Tejn,"376,931","328,780","2,441,035",55.2489885,14.833428
2014,Torsk,Thorsminde,"374,257","321,428","9,959,788",56.374526,8.1232421
2014,Torsk,Thorup strand,"353,455","305,635","8,495,665",57.1325764,9.1329115
2014,Torsk,Thurø,199,170,,55.0426356,10.6819211
2014,Torsk,Thyborøn,"2,242,517","1,920,249","49,082,833",56.6981186,8.2117981
2014,Torsk,Torø huse,79,67,,55.2444635,9.895463
2014,Torsk,Urne,164,140,,54.9518843,11.2846739
2014,Torsk,Vedbæk,"166,789","143,253","2,124,744",55.8540912,12.5653124
2014,Torsk,Vesterø,"2,603","2,243","42,976",57.2950657,10.9265417
2015,Torsk,Åbenrå,923,790,,55.0446228,9.4209667
2015,Torsk,Agersø,"105,529","91,656","1,776,089",55.2174327,11.1843067
2015,Torsk,Ålbæk,"1,011",869,"16,791",57.5925422,10.4115924
2015,Torsk,Anholt,179,153,"2,911",56.7128297,11.562026
2015,Torsk,Århus,30,26,,56.1496278,10.2134046
2015,Torsk,Arnager,"1,730","1,479",,55.0544378,14.7794545
2015,Torsk,Årøsund,"19,202","17,785","297,589",55.2580919,9.7068676
2015,Torsk,Årsdale,"35,355","32,386","219,887",55.1059445,15.144951
2015,Torsk,Assens (fyn),116,105,,,
2015,Torsk,Bagenkop,"797,203","708,708","9,379,116",54.7495173,10.6751651
2015,Torsk,Ballen (samsø),54,51,,55.8157777,10.637472
2015,Torsk,Ballen (svendborg sund),2,2,,,
2015,Torsk,Båring,33,28,,55.485948,9.9091618
2015,Torsk,Blokhus,"3,793","3,248","74,698",57.2523474,9.5842346
2015,Torsk,Bogense,159,136,,55.5640146,10.092085
2015,Torsk,Bøgeskoven,665,568,"6,516",55.6841412,12.4153978
2015,Torsk,Bøjden,45,45,,55.1037624,10.1052145
2015,Torsk,Bølshavn,"7,473","6,388",,55.1541034,15.0766432
2015,Torsk,Bønnerup,"3,207","2,861","63,262",56.5193467,10.7203397
2015,Torsk,Brunshuse,46,39,,55.2002666,10.0037703
2015,Torsk,Dragør,"142,250","121,936","2,212,804",55.592487,12.6719953
2015,Torsk,Dyreborg,56,48,,55.0690532,10.2077743
2015,Torsk,Egernsund,"5,063","4,410",,54.9065871,9.6032632
2015,Torsk,Fåborg,"82,318","75,782","1,078,822",55.097087,10.2428246
2015,Torsk,Fakse ladeplads,312,269,"5,109",55.22086,12.1690321
2015,Torsk,Falsled,102,60,,55.1529423,10.1476487
2015,Torsk,Fjællebroen,212,182,"7,766",55.0606415,10.3823631
2015,Torsk,Frederikshavn,308,268,"5,081",57.4412134,10.5336225
2015,Torsk,Gabet,23,20,,55.0351022,9.6905452
2015,Torsk,Gedser,"248,247","215,428","3,067,367",54.5770446,11.9313561
2015,Torsk,Gilleleje,"294,419","259,174","3,711,090",56.1244169,12.3124485
2015,Torsk,Gråsten,"7,996","6,845","101,835",54.9140178,9.5866302
2015,Torsk,Grenå,"21,501","18,800","344,560",56.4134419,10.8793137
2015,Torsk,Gudhjem,585,500,,55.2112235,14.9704119
2015,Torsk,Hanstholm,"3,623,616","3,107,530","80,573,208",57.1150165,8.6144947
2015,Torsk,Hårbøllebro,143,122,,54.890786,12.1346891
2015,Torsk,Hasle,"107,854","98,076","806,362",55.1838021,14.7061711
2015,Torsk,Helsingør,"11,014","9,693",,56.0348739,12.6130073
2015,Torsk,Hesnæs,"99,308","86,411","919,293",54.8241885,12.1364893
2015,Torsk,Hirtshals,"1,373,404","1,182,498","34,125,664",57.5908031,9.9649737
2015,Torsk,Hornbæk,239,204,,56.0879176,12.4587803
2015,Torsk,Humlebæk,67,57,,55.9618789,12.5305462
2015,Torsk,Hundested,"9,716","9,006","127,641",55.9668501,11.8515494
2015,Torsk,Hvide sande,"408,369","349,696","9,263,190",56.0057884,8.1288435
2015,Torsk,Jegindø,29,25,,56.6418048,8.6177949
2015,Torsk,Kalundborg,"5,442","5,375","69,386",55.6833793,11.0993619
2015,Torsk,Karrebæksminde,914,781,,55.1780155,11.6468481
2015,Torsk,Kastrup,"24,808","21,204","395,643",55.6357222,12.6469508
2015,Torsk,Kerteminde,"221,701","207,610","3,351,441",55.4532771,10.6547783
2015,Torsk,Klintholm havn,"813,297","696,934","7,100,531",54.9540184,12.4690854
2015,Torsk,København,47,43,,55.6867243,12.5700724
2015,Torsk,Køge,"684,188","586,172","6,091,118",55.4565009,12.1818964
2015,Torsk,Korsør,"41,987","36,878","650,007",55.3266045,11.1425876
2015,Torsk,Kramnitze,"56,214","51,888","1,017,018",54.7081316,11.2570162
2015,Torsk,Langø,"260,153","230,375","4,982,819",54.8134596,11.0196153
2015,Torsk,Lemvig,1,1,,56.5486971,8.3046456
2015,Torsk,Lild strand,"2,039","1,743","47,819",57.152356,8.9627355
2015,Torsk,Listed,"2,161","1,851",,55.1443676,15.1120376
2015,Torsk,Løgstør,"1,473","1,264",,56.9625246,9.2619587
2015,Torsk,Lohals,54,51,,55.1348685,10.9052825
2015,Torsk,Løkken,"40,664","34,986","906,030",57.3704858,9.7112502
2015,Torsk,Lønstrup,915,788,"19,560",57.468435,9.7980104
2015,Torsk,Lundeborg,"3,557","3,287","95,583",55.1397523,10.7825356
2015,Torsk,Marstal,"71,671","63,701",,54.8558332,10.5174056
2015,Torsk,Middelfart,"2,634","2,294",,55.4470023,9.9369812
2015,Torsk,Mommark,"31,995","28,957","506,846",54.9213988,10.040313
2015,Torsk,Mosede,"1,659","1,420","14,497",55.5799975,12.2720087
2015,Torsk,Nexø,"5,126,876","4,451,385","27,305,557",55.0650145,15.1307273
2015,Torsk,Nørre bork (bork havn),14,12,,55.8410587,8.3025506
2015,Torsk,Nørre vorupør,"10,103","8,635","195,951",56.9533533,8.3754337
2015,Torsk,Nyborg,"116,797","103,155","1,991,921",55.3098281,10.7976604
2015,Torsk,Nykøbing m,0,0,,56.7943811,8.8594834
2015,Torsk,Odden,351,322,"11,411",57.5378138,10.0938699
2015,Torsk,Odense,249,213,,55.3997225,10.3852104
2015,Torsk,Omø,"72,561","65,135","1,318,813",55.1582696,11.1495799
2015,Torsk,Østerby,"18,966","16,321","378,437",57.0604418,9.5995831
2015,Torsk,Præstø,364,314,,55.1178943,12.0538374
2015,Torsk,Rantzausminde,41,35,,55.0363177,10.540244
2015,Torsk,Ristinge,18,15,,54.8232989,10.6328187
2015,Torsk,Rødby havn,"224,935","199,086","2,220,388",,
2015,Torsk,Rødhus,"3,794","3,280","77,820",57.2167969,9.5372429
2015,Torsk,Rødvig,"200,254","172,331","1,846,100",55.2553773,12.3792675
2015,Torsk,Rønne,"670,723","585,562","4,825,736",55.0994511,14.7060906
2015,Torsk,Rørvig,4,3,,55.9452985,11.7613881
